"Data © OpenStreetMap/ODbL - Rendered by OSM France";"Données © OpenStreetMap/ODbL - rendu OSM France"
"Localization with OpenstreetMap";"Localisation avec OpenstreetMap"
"Eror cURL code";"Eurreur du code cURL"
"Api response is empty";"La reponse de l'api est vide"
"All is empty";"Tout est vide"
